序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
491,2022,科华生物,上海科华生物工程股份有限公司,上海市,徐汇区,15.94亿,2.21亿,1808,2004-07-21,--,,生物医药,--,体外临床免疫诊断试剂、体外临床化学诊断试剂、核酸诊断试剂、基因工程药物及与体外诊断试剂相配套的自动化检验诊断仪器等的研究、生产和销售。
492,2023,海特高新,四川海特高新技术股份有限公司,成都市,武侯区,4.26亿,1849.33万,1240,2004-07-21,--,,航空装备,--,航空新技术研发与制造、航空维修、航空培训及航空金融服务。
493,2024,苏宁易购,苏宁易购集团股份有限公司,南京市,鼓楼区,1879.28亿,40.50亿,42196,2004-07-21,--,,专业连锁,--,家用电器及消费类电子的销售和服务
494,2025,航天电器,贵州航天电器股份有限公司,贵阳市,贵阳市,26.12亿,3.45亿,4651,2004-07-26,--,,电子零部件,--,高端继电器、连接器、微特电机、光电子产品、电缆组件的研制、生产和销售
495,2026,山东威达,山东威达机械股份有限公司,威海市,文登区,14.69亿,1.24亿,2624,2004-07-27,--,,基础件,--,钻夹头、电动工具开关、粉末冶金件、锯片及机床研发、生产和销售
496,2027,分众传媒,分众传媒信息技术股份有限公司,广州市,黄埔区,120.14亿,59.73亿,11005,2004-08-04,--,,网络媒体,--,生活圈媒体的开发和运营
497,2028,思源电气,思源电气股份有限公司,上海市,闵行区,44.95亿,2.77亿,5473,2004-08-05,--,,电气自控设备,--,输配电设备的研发、生产、销售及服务
498,2029,七匹狼,福建七匹狼实业股份有限公司,泉州市,晋江市,30.85亿,3.43亿,2586,2004-08-06,--,,男装,--,“七匹狼”品牌男装及针纺类产品的设计、生产和销售
499,2030,达安基因,中山大学达安基因股份有限公司,广州市,天河区,15.42亿,9612.06万,1167,2004-08-09,--,,生物医药,--,以分子诊断技术为主导的，集临床检验试剂和仪器的研发、生产、销售以及全国连锁医学独立实验室临床检验服务。
500,2031,巨轮智能,巨轮智能装备股份有限公司,揭阳市,揭东区,11.55亿,1.29亿,2382,2004-08-16,--,,智能装备,--,轮胎专用制造设备的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
501,2032,苏泊尔,浙江苏泊尔股份有限公司,台州市,玉环县,145.42亿,13.26亿,12292,2004-08-17,--,,小家电,--,厨房用具、不锈钢制品、日用五金、小型家电及炊具的研发、生产和销售
502,2033,丽江股份,丽江玉龙旅游股份有限公司,丽江市,古城区,6.87亿,2.17亿,1663,2004-08-25,--,,景区,--,客运索道运营、《印象·丽江》雪山篇演出、酒店建设经营。
503,2034,旺能环境,旺能环境股份有限公司,湖州市,湖州市,14.05亿,2.70亿,1582,2004-08-26,--,,印染,--,"采用BOT、BOO、PPP等投资运营模式,承接全国各地生活垃圾焚烧发电、餐厨垃圾处理、污泥处理处置及其他固体废物资源综合利用等环保项目。"
504,2035,华帝股份,华帝股份有限公司,中山市,中山市,57.31亿,5.27亿,5305,2004-09-01,--,,小家电,--,生产、销售燃气具系列产品，太阳能及类似能源器具，家庭厨房用品，家用电器及配件，自产产品的售后服务。
505,2036,联创电子,联创电子科技股份有限公司,南昌市,青山湖区,50.54亿,2.96亿,7970,2004-09-03,--,,光学元件,--,研发、生产和销售触控显示类产品和光学元件产品
506,2037,保利联合,保利联合化工控股集团股份有限公司,贵阳市,乌当区,53.55亿,2.02亿,8019,2004-09-08,--,,民爆用品,--,民爆器材的研发、生产、销售;爆破工程施工及技术服务、化工产品(不含化学危险品)的批零兼营
507,2038,双鹭药业,北京双鹭药业股份有限公司,北京市,海淀区,12.42亿,5.29亿,730,2004-09-09,--,,生物医药,--,基因工程及相关药物的研究开发和生产经营
508,2039,黔源电力,贵州黔源电力股份有限公司,贵阳市,南明区,24.19亿,5.43亿,679,2005-03-03,--,,水电,--,水力发电站(厂)的开发建设与经营管理
509,2040,南京港,南京港股份有限公司,南京市,栖霞区,6.78亿,1.30亿,1080,2005-03-25,--,,港口,--,主要经营业务为提供原油、成品油、液体化工产品及普通货物的装卸、仓储服务、为船舶提供码头、在港区内提供物流服务。
510,2041,登海种业,山东登海种业股份有限公司,烟台市,莱州市,8.04亿,1.36亿,755,2005-04-18,--,,种子,--,玉米种子生产、自育农作物杂交种子销售，花卉、苗木、食用菌类种苗的开发及技术服务。
511,2042,华孚时尚,华孚时尚股份有限公司,淮北市,烈山区,125.97亿,7.03亿,19089,2005-04-27,--,,棉纺,--,"依托快速反应的供应链营运管理能力,提供多品种、小批量和快交货的产品与服务,并致力为客户提供流行趋势、各种原料和产品的认证、吊牌、技术咨询等增值服务。"
512,2043,兔宝宝,德华兔宝宝装饰新材股份有限公司,湖州市,德清县,41.20亿,3.64亿,2707,2005-05-10,--,,其他建材,--,室内装饰材料的研发、生产和销售
513,2044,美年健康,美年大健康产业控股股份有限公司,南通市,崇川区,62.82亿,6.34亿,37173,2005-05-18,--,,医疗服务,--,健康体检服务
514,2045,国光电器,国光电器股份有限公司,广州市,花都区,40.49亿,1.28亿,3184,2005-05-23,--,,电子零部件,--,音响电声类业务、锂电池类业务以及园区开发类业务
515,2046,轴研科技,洛阳轴研科技股份有限公司,洛阳市,涧西区,14.94亿,4309.17万,1723,2005-05-26,--,,基础件,--,轴承行业、磨料磨具行业及相关领域的研发制造、行业服务与技术咨询、贸易服务等。
516,2047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司,深圳市,宝安区,71.64亿,3.84亿,2071,2005-05-31,--,,装修装饰,--,综合建筑装饰装修工程设计及施工。
517,2048,宁波华翔,宁波华翔电子股份有限公司,宁波市,象山县,148.07亿,11.65亿,14993,2005-06-03,--,,汽车零部件,--,从事汽车零部件的开发、生产和销售
518,2049,紫光国微,紫光国芯微电子股份有限公司,唐山市,玉田县,18.29亿,2.79亿,2192,2005-06-06,--,,集成电路,--,"集成电路芯片设计与销售,压电石英晶体元器件的开发、生产和销售,LED蓝宝石衬底材料生产和销售。"
519,2050,三花智控,浙江三花智能控制股份有限公司,绍兴市,新昌县,95.81亿,12.51亿,10635,2005-06-07,--,,制冷配件,--,生产销售空调冰箱之元器件及部件、汽车空调及新能源车热管理之元器件及部件、咖啡机洗碗机洗衣机之元器件及部件。
520,2051,中工国际,中工国际工程股份有限公司,北京市,海淀区,109.09亿,13.62亿,5761,2006-06-19,--,,专业工程,--,国际工程承包、投资和贸易
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
521,2052,*ST同洲,深圳市同洲电子股份有限公司,深圳市,南山区,6.73亿,893.91万,546,2006-06-27,--,,机顶盒,--,数字电视终端设备的研发、生产与销售
522,2053,云南能投,云南能源投资股份有限公司,昆明市,官渡区,14.47亿,1.60亿,2651,2006-06-27,--,,调味品,--,"食盐、工业盐、日化盐、芒硝等系列产品的生产销售,天然气管网建设、运营、天然气销售、入户安装服务以及陆上风力发电的运营。"
523,2054,德美化工,广东德美精细化工集团股份有限公司,佛山市,顺德区,24.56亿,3629.21万,1858,2006-07-25,--,,印染化学品,--,精细化学品、石油化工品和农牧食品
524,2055,得润电子,深圳市得润电子股份有限公司,深圳市,宝安区,58.51亿,1.48亿,--,2006-07-25,--,,电子零部件,--,电子连接器和精密组件的研发、生产及销售
525,2056,横店东磁,横店集团东磁股份有限公司,金华市,东阳市,62.97亿,6.08亿,15243,2006-08-02,--,,磁性材料,--,磁性材料系列产品、太阳能光伏系列产品和新能源电池等产品的研发、生产和销售。
526,2057,中钢天源,中钢天源股份有限公司,马鞍山市,雨山区,11.57亿,1.36亿,973,2006-08-02,--,,磁性材料,--,从事磁性材料、磁器件、磁分离及相关配套设备以及磁电机的研发、生产和销售
527,2058,威尔泰,上海威尔泰工业自动化股份有限公司,上海市,闵行区,1.12亿,281.64万,201,2006-08-02,--,,电气仪表,--,自动化仪器仪表的研发、生产和销售
528,2059,云南旅游,云南旅游股份有限公司,昆明市,盘龙区,20.26亿,1.13亿,2646,2006-08-10,--,,景区,--,旅游景区运营、旅游地产开发、旅游交通、园林园艺、会议酒店、旅行社及旅游文化、旅游园区策划设计、高科技游乐设备研发生产、工程代建
529,2060,粤水电,广东水电二局股份有限公司,广州市,增城区,66.30亿,1.60亿,4220,2006-08-10,--,,水利建设,--,水力、风力等发电业务;水利水电设施、市政公用工程、公路工程、机电安装工程、地基与基础工程、房屋建筑工程等工程施工业务。
530,2061,浙江交科,浙江交通科技股份有限公司,衢州市,江山市,207.68亿,11.48亿,6968,2006-08-16,--,,聚氨酯,--,道路、桥梁、隧道等交通工程施工、养护及工程项目管理业务；化工产品的开发、生产和销售
531,2062,宏润建设,宏润建设集团股份有限公司,宁波市,象山县,81.27亿,2.73亿,2163,2006-08-16,--,,铁路城轨建设,--,市政公用工程、房屋建筑工程、城市轨道交通工程施工、新能源开发业务和房地产开发
532,2063,远光软件,远光软件股份有限公司,珠海市,香洲区,11.79亿,1.67亿,4749,2006-08-23,--,,行业应用软件,--,提供电力行业财务和管理信息化全面解决方案
533,2064,华峰氨纶,浙江华峰氨纶股份有限公司,温州市,瑞安市,41.50亿,3.85亿,--,2006-08-23,--,,氨纶,--,氨纶纤维的加工制造、销售及技术研发
534,2065,东华软件,东华软件股份公司,北京市,海淀区,72.90亿,6.65亿,8991,2006-08-23,--,,行业应用软件,--,行业应用软件开发、计算机信息系统集成及相关服务业务
535,2066,瑞泰科技,瑞泰科技股份有限公司,北京市,朝阳区,21.77亿,4309.52万,2971,2006-08-23,--,,耐火材料,--,定形和不定形耐火材料以及各类耐磨材料的研发、生产、销售以及综合服务
536,2067,景兴纸业,浙江景兴纸业股份有限公司,嘉兴市,平湖市,53.60亿,6.92亿,1972,2006-09-15,--,,造纸,--,牛皮箱板纸、高强度瓦楞、白面牛皮卡纸以及纸箱的生产与销售
537,2068,黑猫股份,江西黑猫炭黑股份有限公司,景德镇市,景德镇市,69.47亿,4.94亿,4275,2006-09-15,--,,其他化学制品,--,炭黑、焦油精制和白炭黑等产品的生产与销售
538,2069,獐子岛,獐子岛集团股份有限公司,大连市,长海县,32.06亿,-7.26亿,2412,2006-09-28,--,,海洋渔业,--,虾夷扇贝、海参、鲍鱼等海珍品育苗、养殖、加工、销售等业务
539,2070,众和退,福建众和股份有限公司,莆田市,秀屿区,7.54亿,-10.40亿,466,2006-10-12,--,,印染,主营业务:纺织印染和新能源锂电,纺织印染和新能源锂电
540,2071,*ST长城,长城影视股份有限公司,苏州市,张家港市,12.45亿,2.19亿,479,2006-10-12,--,,影视,--,影视剧的投资、制作、发行，广告营销及实景娱乐
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
541,2072,ST凯瑞,凯瑞德控股股份有限公司,德州市,德城区,7802.09万,-3518.79万,21,2006-10-18,--,,其他互联网服务,--,互联网加速服务业务
542,2073,软控股份,软控股份有限公司,青岛市,黄岛区,27.34亿,7636.74万,2626,2006-10-18,--,,其他专用机械,--,橡胶装备系统的研发与制造
543,2074,国轩高科,国轩高科股份有限公司,南通市,通州区,48.38亿,8.40亿,7947,2006-10-18,--,,电池,--,新能源汽车动力电池与输变电产品
544,2075,沙钢股份,江苏沙钢股份有限公司,苏州市,张家港市,124.14亿,14.17亿,4342,2006-10-25,--,,普钢,--,优特钢生产与销售
545,2076,*ST雪莱,广东雪莱特光电科技股份有限公司,佛山市,南海区,10.26亿,3519.52万,521,2006-10-25,--,,LED,--,LED照明、节能荧光灯及配套电子镇流器、汽车氙气灯及配套电子镇流器、空气净化及水处理系列产品、紫外线光源及配套电子镇流器、台灯等
546,2077,*ST大港,江苏大港股份有限公司,镇江市,京口区,13.11亿,2725.02万,836,2006-11-16,--,,园区开发,--,集成电路、园区服务及房地产尾盘业务。
547,2078,太阳纸业,山东太阳纸业股份有限公司,济宁市,兖州区,188.94亿,22.50亿,10145,2006-11-16,--,,造纸,--,机制纸、纸制品、木浆、纸板的生产和销售；热电的生产
548,2079,苏州固锝,苏州固锝电子股份有限公司,苏州市,虎丘区,18.55亿,1.49亿,1687,2006-11-16,--,,半导体分立器件,--,分立器件和集成电路封测
549,2080,中材科技,中材科技股份有限公司,南京市,江宁区,102.68亿,8.11亿,17609,2006-11-20,--,,玻纤,--,从事风电叶片、高压复合气瓶、高温过滤材料、锂电池隔膜及其他复合材料制品的制造和销售。
550,2081,金螳螂,苏州金螳螂建筑装饰股份有限公司,苏州市,吴中区,209.96亿,19.27亿,17254,2006-11-20,--,,装修装饰,--,建筑装饰
551,2082,万邦德,万邦德医药控股集团股份有限公司,湖州市,湖州市,146.35亿,1.00亿,3776,2006-11-20,--,,铝,--,铝加工业务、医疗器械业务及医药制造业务。
552,2083,孚日股份,孚日集团股份有限公司,潍坊市,高密市,48.22亿,4.14亿,13993,2006-11-24,--,,棉纺,--,毛巾系列产品、纺织品、针织品、床上用品、服装、工艺品的生产及销售
553,2084,海鸥住工,广州海鸥住宅工业股份有限公司,广州市,番禺区,20.71亿,9683.52万,3750,2006-11-24,--,,卫浴,--,开发、生产高档水暖器材及五金件；销售本企业产品
554,2085,万丰奥威,浙江万丰奥威汽轮股份有限公司,绍兴市,新昌县,101.77亿,10.00亿,9833,2006-11-28,--,,汽车零部件,--,铝轮毂业务、环保涂复业务、轻量化镁合金业务
